country,year,month,temperature,precipitation,drought_index
South Africa,1990,1,25.673274459792356,74.69590313628424,-0.23415337472333597
South Africa,1990,2,25.648794564576228,6.957079588668044,1.0105152848065264
South Africa,1990,3,24.05688602924024,0.0,0.24196227156603412
South Africa,1990,4,19.130079633013306,12.33111747617994,-1.523875997615861
South Africa,1990,5,17.35793090373565,0.0,1.465648768921554
South Africa,1990,6,13.661335549270198,29.761546977044596,0.3942330218796011
South Africa,1990,7,11.255125517558513,0.0,-0.600638689918805
South Africa,1990,8,9.562459375310084,0.0,-0.16175538639752096
South Africa,1990,9,10.271323563960761,24.899536113522576,-1.265119113922642
South Africa,1990,10,15.63798839653651,0.0,0.19686123586912352
South Africa,1990,11,19.107699869993112,5.880349478566372,-1.0090853428651076
South Africa,1990,12,19.625058679694668,0.0,1.0571222262189157
South Africa,1991,1,25.4736306646282,0.0,0.5791227947130392
South Africa,1991,2,27.361622689390035,120.86288493591371,-0.62647739498496
South Africa,1991,3,22.69597329595429,15.163136424514871,-1.109334974006028
South Africa,1991,4,20.235690063878998,83.85401202803165,1.0005328978920243
South Africa,1991,5,18.572454037571454,62.20609369443449,-0.03882603910995154
South Africa,1991,6,16.376965483721012,0.18028276651465447,-0.06386408747474613
South Africa,1991,7,8.97367108183739,14.591582840060877,-0.22267188783751193
South Africa,1991,8,10.565668857267621,0.0,0.7407112837712267
South Africa,1991,9,10.783554637157053,0.0,0.9124021177020741
South Africa,1991,10,14.523126664489531,18.178731856700324,0.9656449905328892
South Africa,1991,11,16.976920359183968,0.8900452006889847,1.270733620139556
South Africa,1991,12,21.59207099376157,0.0,0.3425179438887663
South Africa,1992,1,24.39492855290507,1.2752981019672465,-0.16728571166600914
South Africa,1992,2,26.666076285221806,0.0,1.3979587386592935
South Africa,1992,3,24.960377023508048,0.0,0.05423020994102644
South Africa,1992,4,25.75486316872793,8.944207661001938,-0.26502864473889054
South Africa,1992,5,17.1979361885799,0.0,1.1368228145150205
South Africa,1992,6,15.187899549030162,0.0,1.3780157189326783
South Africa,1992,7,13.239604728541774,18.089924201585696,-0.9965363251306883
South Africa,1992,8,9.21055340559584,21.232716203451286,0.8675894156353792
South Africa,1992,9,11.145513288334696,0.51127369834124,-1.0683037137261049
South Africa,1992,10,14.770388645952774,10.372148826284018,-0.16693737686306337
South Africa,1992,11,17.477603401535074,0.0,0.8075172173696697
South Africa,1992,12,20.213703525349064,51.43619771159672,0.1786338585323042
South Africa,1993,1,25.408027421648146,11.98489538443977,1.2903968142644875
South Africa,1993,2,24.78928076592567,187.9374559048292,1.2080707969801103
South Africa,1993,3,25.357635634523824,12.640680992433055,0.28407247329868124
South Africa,1993,4,21.01847287296045,5.91499678658138,-1.225854892359239
South Africa,1993,5,19.6640210884813,17.417723281808676,-0.9836816702273214
South Africa,1993,6,15.27062690561368,11.866440265974601,1.259389522403902
South Africa,1993,7,11.798526135809169,13.572022516286765,-0.2543881160028705
South Africa,1993,8,8.959395753463765,12.953402148575623,-0.2485945081938096
South Africa,1993,9,12.975869725754443,9.546266703586625,-0.2736568332379561
South Africa,1993,10,18.17025374988443,0.0,0.9681800008130732
South Africa,1993,11,18.15297009670503,2.793948495688506,-0.2324627853258509
South Africa,1993,12,23.16100074113814,2.925342777850071,0.7313408179477385
South Africa,1994,1,24.369509881758507,11.937164615702745,-0.4585149520670211
South Africa,1994,2,27.40459819148521,11.267759070306203,0.08047887155109701
South Africa,1994,3,25.993315638177023,21.79604138969895,0.0462087184459999
South Africa,1994,4,20.40554455325407,123.33336646122527,1.041802052034903
South Africa,1994,5,16.053495948064366,129.0657661914345,0.5030476863060479
South Africa,1994,6,19.899097235982083,97.01660720891537,0.639391251305798
South Africa,1994,7,10.718892902763976,11.756358871599343,0.15302279810933853
South Africa,1994,8,8.836106623255949,27.313252333401753,-1.879265192591748
South Africa,1994,9,12.221187055286263,0.0,-0.9051202736292231
South Africa,1994,10,13.617774128907904,0.0,0.6675977489346758
South Africa,1994,11,17.024450052424292,6.331252562486416,2.3770359573924624
South Africa,1994,12,24.8851206374808,0.0,0.17445431476942763
South Africa,1995,1,24.085523533122924,12.691000014628905,-0.7868190777567552
South Africa,1995,2,28.64195259591223,0.0,-0.6683292325737119
South Africa,1995,3,27.726384590697155,8.216483776276222,0.36229626546040916
South Africa,1995,4,24.627026479719238,0.0,-0.4992340728662514
South Africa,1995,5,20.050366723779934,0.0,-0.252391961206669
South Africa,1995,6,16.958008520708457,0.0,-1.0393876413342897
South Africa,1995,7,10.84294454263475,0.0,1.5280676518590839
South Africa,1995,8,12.134895710726854,18.57939955732782,-1.4508621511794393
South Africa,1995,9,12.966542397956928,4.268997276862537,-0.21745752583155115
South Africa,1995,10,14.241344910675743,5.301840119179147,0.6471306745210467
South Africa,1995,11,20.529025224218024,0.0,0.6718485127659709
South Africa,1995,12,22.25645862345962,6.976585344016994,-0.6376995198205938
South Africa,1996,1,24.796019854739594,0.0,-0.6073647569442115
South Africa,1996,2,27.454403145531536,13.686777605133614,1.434550247462371
South Africa,1996,3,25.651224098189218,33.42429653258545,0.5337370104650744
South Africa,1996,4,21.11480806310878,370.20702472570133,-1.2385701042818544
South Africa,1996,5,17.17619590772818,174.52263627465516,1.5348597758393256
South Africa,1996,6,13.520723186788585,9.191258324625421,0.912934083974079
South Africa,1996,7,10.467014629343828,50.57380104949092,-0.2890404622885425
South Africa,1996,8,9.260357975637433,269.7856380737322,1.0472270825469179
South Africa,1996,9,8.563729119521668,0.0,1.1401108735000678
South Africa,1996,10,15.367494040944408,129.780118258926,-0.9152543714858316
South Africa,1996,11,18.293706837290586,0.0,-0.32709250919692184
South Africa,1996,12,23.385719577064386,8.29598120942291,-0.5817245528039747
South Africa,1997,1,23.90487263692586,6.60353878158579,-0.4543034069025602
South Africa,1997,2,26.5157340912912,113.62685614492298,-0.4983817305753208
South Africa,1997,3,24.14186206531888,17.76778032914838,0.28990756559800457
South Africa,1997,4,24.423034325424332,1.1434242459035877,-0.025562828990296257
South Africa,1997,5,17.18648609831977,3.6847118113085373,0.30171856033808947
South Africa,1997,6,12.969153584671519,71.87521328233713,0.38071172209894144
South Africa,1997,7,12.317012757291163,0.15446194780830425,0.04865266451887906
South Africa,1997,8,11.685256459537698,11.124721873480222,0.03335057793857113
South Africa,1997,9,14.695438716075298,8.228933517165949,2.1321824575115564
South Africa,1997,10,13.05897865566793,3.0573473103715654,0.9553091264811027
South Africa,1997,11,16.030725811391456,12.00673077580835,-2.144895724309807
South Africa,1997,12,21.42136746747886,0.0,0.34147645880530203
South Africa,1998,1,26.02522449576569,13.871904866798776,-1.3442332070206422
South Africa,1998,2,28.987188148781527,179.32709954445622,-0.4931756521047048
South Africa,1998,3,22.598501436639193,167.36482436112368,-0.1385398452526179
South Africa,1998,4,24.096724467960193,3.080380025778111,-0.07948495829767373
South Africa,1998,5,18.62908396349954,477.5962662986775,1.4922333229338962
South Africa,1998,6,14.708687721646921,154.76743081027274,-1.6231234725374826
South Africa,1998,7,9.258911596411705,9.521584766418712,-1.5581141707356223
South Africa,1998,8,12.156515232847763,6.590003527497792,2.023398921130238
South Africa,1998,9,11.484088972045333,82.40880513245367,1.002579846552078
South Africa,1998,10,14.48913219876223,10.620426162518143,1.3446315575323486
South Africa,1998,11,16.792614809129837,11.02718126665106,-1.7548731037655674
South Africa,1998,12,24.406508187972715,1.4725983222210894,0.6935422557959623
South Africa,1999,1,27.451738808419552,4.907614470864419,0.9545473767300812
South Africa,1999,2,26.766050835595898,13.109640689886964,0.7694054296963265
South Africa,1999,3,24.77612557044888,39.89400909366323,1.0956776847980212
South Africa,1999,4,20.108206359256005,7.8326491276351495,-0.9668797863273553
South Africa,1999,5,17.499199623994958,42.939626584993285,-1.0127260463355436
South Africa,1999,6,15.026069773276769,0.0,-0.5860254932338569
South Africa,1999,7,9.190663465875707,2.2513384275337387,1.9377251329163894
South Africa,1999,8,10.322895327957593,9.31255657357206,1.1776350725758253
South Africa,1999,9,12.618828166625256,10.794665446461186,-0.5742798363375213
South Africa,1999,10,12.427918971314567,0.0,1.3398742674445248
South Africa,1999,11,20.73745157025192,1.6763062711028835,0.8244020923788287
South Africa,1999,12,20.788096231305186,50.008907206792685,0.05248245181753853
South Africa,2000,1,27.513884345566225,0.0,-0.7863507452843034
South Africa,2000,2,24.16661943560349,0.0,-0.6843733461130157
South Africa,2000,3,24.068365774596277,71.52534203823461,1.0253309965464146
South Africa,2000,4,23.28045139200299,4.94034974314285,-0.8912842013282637
South Africa,2000,5,20.584686115904486,9.555767103513254,-0.41806918979741403
South Africa,2000,6,13.2973970475451,13.42844214198308,1.8794166404701305
South Africa,2000,7,9.273945408995782,9.796359033572376,-0.48810990283137645
South Africa,2000,8,9.3610106046184,0.0,-0.893990769679816
South Africa,2000,9,11.444579211641733,0.0,0.36025326898314214
South Africa,2000,10,14.172636751256256,134.3152348703053,-0.5625803022204046
South Africa,2000,11,19.09247491444556,6.241701518258027,-1.6994052811213718
South Africa,2000,12,23.115040288569904,9.6239069467474,-1.834882100664519
South Africa,2001,1,22.816889573450762,4.647516133280487,-1.557290533169992
South Africa,2001,2,27.52660447186795,3.505868680193501,-1.2440161997624566
South Africa,2001,3,24.28044906857227,4.640653379830807,-0.6349686788963846
South Africa,2001,4,23.47037664195304,9.464708445819495,1.4085686206579004
South Africa,2001,5,14.622533249809065,0.0,0.1367292843903737
South Africa,2001,6,14.464090878718475,5.032564541395666,-0.18867723539207948
South Africa,2001,7,13.153469862214202,6.710875099678798,-0.6275160527242494
South Africa,2001,8,11.212492777690962,8.111188090449636,-0.45398448082026294
South Africa,2001,9,11.83645905506911,24.920674653121058,-0.30320331867753825
South Africa,2001,10,15.751425406492116,41.42544322131631,-2.263329907625889
South Africa,2001,11,19.907389561007495,0.0,0.29392737376416267
South Africa,2001,12,22.001349206786703,13.09077486481878,0.06262044588939247
South Africa,2002,1,23.96097931739853,85.20915669014516,-0.9108067137447017
South Africa,2002,2,25.75944069024867,90.30717904316693,0.04605487115279775
South Africa,2002,3,24.55711069439379,8.204872253459722,0.7943358165442456
South Africa,2002,4,21.075874261136704,19.2643797912629,0.36603448004692213
South Africa,2002,5,17.838709899340568,18.06171060408413,1.250974963849594
South Africa,2002,6,13.69304366263154,11.736552833120186,-0.9581653241776255
South Africa,2002,7,12.736205649882983,17.723045254716176,-1.6682180794285189
South Africa,2002,8,10.781446481377298,0.0,1.460044311489183
South Africa,2002,9,12.413345254255578,3.610819957562116,0.14453084180543138
South Africa,2002,10,18.32535737509783,5.260614612715596,0.6897666238986919
South Africa,2002,11,19.081513847605066,16.031382669801456,1.8460244964750336
South Africa,2002,12,24.378130069232466,6.005500185718242,0.06409544257969829
South Africa,2003,1,25.182861734191192,11.977399342831195,0.016724912288694598
South Africa,2003,2,28.031287277706422,0.0,-0.17240085789154405
South Africa,2003,3,26.924697931083394,0.0,-1.0511043752601674
South Africa,2003,4,19.90771499220135,1.8678709522027992,0.5891400134806694
South Africa,2003,5,20.295188319863573,0.0,-0.2985913513636048
South Africa,2003,6,12.135285570322843,4.100132120354293,-1.3581450452019448
South Africa,2003,7,12.668455434890792,2.594527733022157,1.8099560949453453
South Africa,2003,8,12.079847544321638,0.0,0.47766930864812285
South Africa,2003,9,10.263130913486593,56.48354889102188,-0.7165662127337071
South Africa,2003,10,14.613929845208721,18.485129659358368,0.1160366235955187
South Africa,2003,11,22.2448902595355,0.0,-0.29397721742085525
South Africa,2003,12,24.645989482874032,0.0,-1.2796400776875707
South Africa,2004,1,23.581910682363105,6.203684648055162,-1.4495116947178213
South Africa,2004,2,25.253274968613688,0.5477569543366303,-0.11158982291301026
South Africa,2004,3,26.076177225116194,0.0,0.6796720640432351
South Africa,2004,4,20.72642234317416,5.154124443040013,-0.1723451459872082
South Africa,2004,5,19.17071627913095,0.0,-0.282325398158135
South Africa,2004,6,13.857768788675607,157.71003312963666,1.117329803364248
South Africa,2004,7,9.870201778324649,10.326022736109305,-1.7117791720684001
South Africa,2004,8,13.06703040139408,129.3096462754653,-0.8583054090548456
South Africa,2004,9,13.465446532147732,0.0,-1.3224293524962831
South Africa,2004,10,17.05219127297655,0.0,-0.5869222349589087
South Africa,2004,11,19.877734035259103,45.83680243185154,2.1132395384330733
South Africa,2004,12,23.42838592662066,5.875321047946086,-0.22598333635267914
South Africa,2005,1,25.4058541298736,7.642483720283377,-1.674592985976327
South Africa,2005,2,27.27779548296425,14.458223039923105,0.427597482413043
South Africa,2005,3,25.762247831746322,13.993576506121805,-1.0487578915633706
South Africa,2005,4,23.215444584373486,49.053609067027544,-2.4147214094844474
South Africa,2005,5,17.927980370554742,6.152250295629585,-0.6565178029919483
South Africa,2005,6,12.340008354727669,17.579785863668015,-0.9287777888642685
South Africa,2005,7,12.382747208527006,0.0,0.44831790088088924
South Africa,2005,8,10.72725418554231,14.40992284129287,0.07700981464536144
South Africa,2005,9,15.361923577127683,3.206067669420168,-0.3971729835995906
South Africa,2005,10,14.813780638418782,3.81678176169705,1.72580063563551
South Africa,2005,11,17.509549413318346,22.291152246635956,0.4547376201121103
South Africa,2005,12,23.248892664055827,10.38476628883863,-1.6152247198904564
South Africa,2006,1,24.317497466538207,9.785684379444955,-0.12243342910004629
South Africa,2006,2,27.41100814632602,14.812353446933667,0.07160566888706947
South Africa,2006,3,26.633251006845867,10.35328626376599,0.785922154548904
South Africa,2006,4,23.16877011884266,0.0,-0.1059049073377849
South Africa,2006,5,19.70772710195781,5.505143209126666,-1.1290565404082624
South Africa,2006,6,16.059729279999356,294.8102753466212,0.6335006973726244
South Africa,2006,7,11.594274333920184,4.464228061624119,-1.45315992236446
South Africa,2006,8,11.231550015276017,6.388004383003795,-0.5267486216634774
South Africa,2006,9,13.435430958084773,0.0,0.3645703966441225
South Africa,2006,10,11.585473105528768,40.6634508283888,0.23503220539521635
South Africa,2006,11,16.45580464286171,10.021701275252457,0.034283989275424184
South Africa,2006,12,24.078220562598027,128.44149241759004,1.3613474401855798
South Africa,2007,1,28.886550415704388,341.40470079904577,-0.4965025214007718
South Africa,2007,2,28.690076715676554,0.0,0.7426579419803535
South Africa,2007,3,24.98766249814257,0.0,-1.0551407667520678
South Africa,2007,4,21.358303652343814,0.0,-1.2583958316463744
South Africa,2007,5,16.90413288048425,135.4422975208703,-0.2167230531466151
South Africa,2007,6,13.271622735473812,264.3940278141312,-0.7148969135466657
South Africa,2007,7,13.332451141299948,20.37775224454382,-0.688739984251316
South Africa,2007,8,9.713504567497274,9.720434834735748,-0.6738704964232838
South Africa,2007,9,10.837843200234786,177.67893187924707,-0.4243992683765694
South Africa,2007,10,12.749644689481817,102.66913609713028,-0.4275526510222658
South Africa,2007,11,17.452183895505325,0.0,1.4965052013300617
South Africa,2007,12,25.203816509643286,0.5413164156730432,0.5328003761562906
South Africa,2008,1,26.28345188445952,15.002763205721376,-0.2309472274940494
South Africa,2008,2,25.34255413319232,13.007675032258462,-1.004683791405327
South Africa,2008,3,24.206840033203726,4.083885921166173,-0.5716112990361715
South Africa,2008,4,22.875681927458352,82.22657795140941,-0.5848687729203207
South Africa,2008,5,17.805840836222664,14.608275437357388,-1.6933962676640564
South Africa,2008,6,15.233822828971311,142.3841442392334,0.3676849239122599
South Africa,2008,7,12.22022315943506,106.78170883567671,0.9545208247785817
South Africa,2008,8,12.837533201861373,10.687947602466949,-0.8875589872792669
South Africa,2008,9,10.577486288103941,153.6654132599672,-0.27971364756933315
South Africa,2008,10,14.545122126767618,6.077657346865701,-0.007563451843851196
South Africa,2008,11,16.500215788530117,11.629202326938874,1.4411337455174116
South Africa,2008,12,22.860445636642766,6.660503503774219,1.5234532797634743
South Africa,2009,1,25.35525993169508,6.956881924370059,0.11854582989050802
South Africa,2009,2,27.18276852256614,14.902984165264389,-1.0835152994110602
South Africa,2009,3,25.697657741495824,0.0,-0.5371318676958508
South Africa,2009,4,22.761704046050177,306.18722059657574,-0.5828053873129568
South Africa,2009,5,18.373442389501506,75.46307483464653,-1.7579935519387535
South Africa,2009,6,13.960260684955609,33.988122060094696,-0.23474032148740595
